Candidate ID,Interview Score,Reference Check,Communication Skill Level,Cultural Fit,Preferred Work Environment,Date of Interview,Date of Decision,Hired
2232,5,Negative,Average,Fit,In-Office,3/30/2023,4/15/2023,No
2233,3,Positive,Good,Strong Mismatch,Hybrid,3/15/2023,4/3/2023,No
2234,8,Neutral,Average,Strong Mismatch,Field Work,5/4/2023,5/23/2023,No
2235,5,Neutral,Average,Strong Fit,Field Work,3/29/2023,4/13/2023,No
2236,8,Negative,Poor,Fit,Flexible,7/12/2023,7/29/2023,Yes
2237,1,Positive,Average,Fit,Field Work,7/12/2023,8/2/2023,No
2238,6,Neutral,Excellent,Strong Mismatch,Field Work,1/25/2023,2/16/2023,No
2239,4,Positive,Below Average,Fit,Field Work,3/15/2023,4/2/2023,No
2240,3,Negative,Excellent,Neutral,Fully Remote,3/23/2023,4/7/2023,No
2241,8,Negative,Average,Strong Fit,Hybrid,7/19/2023,8/8/2023,Yes
2242,7,Positive,Poor,Slight Mismatch,Field Work,6/28/2023,7/19/2023,No
2243,8,Positive,Poor,Slight Mismatch,Fully Remote,5/11/2023,5/26/2023,No
2244,7,Positive,Good,Slight Mismatch,Fully Remote,6/28/2023,7/16/2023,No
2245,2,Positive,Average,Neutral,Hybrid,7/26/2023,8/13/2023,No
2246,4,Neutral,Excellent,Strong Fit,In-Office,3/2/2023,3/20/2023,No
2247,4,Negative,Excellent,Strong Fit,Flexible,2/16/2023,3/6/2023,No
2248,4,Negative,Good,Fit,Field Work,6/15/2023,7/6/2023,No
2249,10,Positive,Poor,Fit,Field Work,5/31/2023,6/19/2023,No
2250,2,Neutral,Average,Strong Fit,Fully Remote,6/21/2023,7/8/2023,No
2251,9,Neutral,Excellent,Fit,In-Office,5/18/2023,6/9/2023,No
2252,2,Positive,Excellent,Strong Fit,In-Office,4/12/2023,4/28/2023,No
2253,3,Neutral,Good,Fit,Field Work,3/22/2023,4/11/2023,No
2254,4,Negative,Good,Slight Mismatch,Hybrid,1/12/2023,2/2/2023,No
2255,8,Positive,Excellent,Strong Mismatch,Field Work,7/27/2023,8/15/2023,Yes
2256,4,Neutral,Poor,Fit,Field Work,3/30/2023,4/15/2023,No
2257,10,Positive,Average,Slight Mismatch,In-Office,3/1/2023,3/20/2023,No
2258,8,Negative,Average,Slight Mismatch,Fully Remote,7/27/2023,8/12/2023,No
2259,4,Neutral,Average,Slight Mismatch,Hybrid,4/13/2023,4/28/2023,No
2260,6,Negative,Below Average,Neutral,Fully Remote,4/26/2023,5/16/2023,No
2261,4,Positive,Average,Strong Fit,Fully Remote,5/11/2023,6/1/2023,No
2262,8,Positive,Average,Strong Mismatch,Flexible,4/27/2023,5/16/2023,No
2263,4,Positive,Excellent,Slight Mismatch,Field Work,5/25/2023,6/12/2023,No
2264,6,Negative,Good,Strong Mismatch,Flexible,6/22/2023,7/8/2023,No
2265,7,Negative,Below Average,Neutral,Flexible,4/27/2023,5/17/2023,No
2266,9,Negative,Poor,Slight Mismatch,Hybrid,5/25/2023,6/9/2023,No
2267,5,Negative,Below Average,Strong Mismatch,Field Work,4/13/2023,4/29/2023,No
2268,1,Negative,Average,Fit,Flexible,1/26/2023,2/15/2023,No
2269,7,Positive,Good,Slight Mismatch,Hybrid,7/27/2023,8/11/2023,No
2270,9,Positive,Good,Strong Mismatch,Hybrid,7/12/2023,7/29/2023,No
2271,3,Neutral,Below Average,Fit,Hybrid,1/12/2023,1/29/2023,No
2272,7,Neutral,Good,Strong Mismatch,Field Work,3/30/2023,4/18/2023,No
2273,1,Positive,Average,Strong Fit,Hybrid,6/22/2023,7/9/2023,No
2274,6,Neutral,Poor,Neutral,Field Work,5/4/2023,5/25/2023,No
2275,2,Neutral,Poor,Strong Mismatch,Fully Remote,2/2/2023,2/22/2023,No
2276,2,Neutral,Average,Strong Mismatch,Hybrid,6/28/2023,7/18/2023,No
2277,9,Negative,Excellent,Strong Mismatch,Flexible,7/20/2023,8/11/2023,No
2278,5,Neutral,Below Average,Strong Fit,In-Office,8/16/2023,8/31/2023,Yes
2279,8,Positive,Excellent,Neutral,Flexible,2/16/2023,3/8/2023,No
2280,6,Negative,Below Average,Neutral,Flexible,8/30/2023,9/14/2023,No
2281,7,Negative,Poor,Neutral,In-Office,6/29/2023,7/15/2023,No
2282,3,Neutral,Poor,Fit,Hybrid,7/27/2023,8/17/2023,No
2283,6,Negative,Good,Strong Mismatch,Field Work,3/9/2023,3/26/2023,No
2284,1,Negative,Below Average,Neutral,Flexible,4/20/2023,5/5/2023,No
2285,8,Neutral,Below Average,Slight Mismatch,Fully Remote,6/1/2023,6/16/2023,No
2286,4,Positive,Excellent,Fit,Fully Remote,3/15/2023,3/30/2023,No
2287,10,Negative,Good,Strong Fit,Field Work,7/13/2023,7/28/2023,No
2288,4,Neutral,Good,Neutral,Flexible,4/20/2023,5/9/2023,No
2289,1,Negative,Average,Neutral,Hybrid,6/22/2023,7/11/2023,No
2290,9,Negative,Average,Fit,Field Work,5/17/2023,6/1/2023,No
2291,5,Neutral,Poor,Strong Mismatch,Field Work,5/4/2023,5/26/2023,No
2292,10,Neutral,Poor,Slight Mismatch,Flexible,5/31/2023,6/20/2023,No
2293,5,Negative,Excellent,Strong Mismatch,Hybrid,4/27/2023,5/12/2023,No
2294,3,Positive,Average,Neutral,Field Work,1/18/2023,2/6/2023,No
2295,2,Negative,Good,Strong Fit,Hybrid,5/10/2023,5/28/2023,No
2296,1,Neutral,Average,Slight Mismatch,In-Office,6/14/2023,7/4/2023,No
2297,6,Neutral,Average,Fit,In-Office,1/12/2023,1/29/2023,No
2298,5,Neutral,Excellent,Slight Mismatch,Hybrid,3/2/2023,3/22/2023,No
2299,4,Negative,Good,Fit,In-Office,5/11/2023,5/30/2023,No
2300,5,Negative,Poor,Slight Mismatch,Flexible,5/3/2023,5/21/2023,No
2301,8,Positive,Good,Strong Mismatch,Flexible,8/17/2023,9/5/2023,No
2302,8,Neutral,Poor,Slight Mismatch,In-Office,7/12/2023,8/2/2023,Yes
2303,7,Neutral,Poor,Fit,Field Work,1/19/2023,2/4/2023,No
2304,4,Positive,Average,Fit,Fully Remote,7/6/2023,7/27/2023,No
2305,5,Negative,Good,Fit,Flexible,5/24/2023,6/14/2023,No
2306,2,Neutral,Good,Neutral,Fully Remote,2/16/2023,3/7/2023,No
2307,10,Neutral,Good,Fit,Flexible,2/1/2023,2/22/2023,No
2308,6,Negative,Excellent,Strong Fit,In-Office,4/27/2023,5/14/2023,No
2309,9,Neutral,Average,Strong Mismatch,Field Work,5/24/2023,6/9/2023,No
2310,3,Neutral,Below Average,Neutral,Hybrid,2/1/2023,2/19/2023,No
2311,2,Negative,Average,Slight Mismatch,Flexible,4/19/2023,5/9/2023,No
2312,8,Positive,Good,Neutral,Field Work,2/1/2023,2/17/2023,No
2313,1,Neutral,Poor,Strong Fit,Hybrid,7/20/2023,8/10/2023,No
2314,9,Neutral,Poor,Slight Mismatch,Hybrid,5/10/2023,5/31/2023,No
2315,3,Negative,Below Average,Strong Mismatch,Fully Remote,8/17/2023,9/4/2023,No
2316,5,Negative,Below Average,Fit,In-Office,3/9/2023,3/26/2023,No
2317,5,Negative,Poor,Slight Mismatch,Flexible,8/9/2023,8/27/2023,No
2318,1,Positive,Poor,Neutral,Flexible,5/18/2023,6/4/2023,No
2319,8,Neutral,Average,Strong Mismatch,Flexible,2/23/2023,3/17/2023,No
2320,3,Positive,Average,Fit,Fully Remote,8/9/2023,8/27/2023,No
2321,9,Neutral,Good,Fit,Hybrid,1/5/2023,1/23/2023,No
2322,5,Neutral,Good,Fit,Fully Remote,6/1/2023,6/18/2023,No
2323,7,Positive,Average,Fit,Fully Remote,2/23/2023,3/17/2023,No
2324,5,Positive,Excellent,Neutral,Fully Remote,3/9/2023,3/24/2023,No
2325,2,Negative,Average,Neutral,Field Work,8/16/2023,9/2/2023,No
2326,10,Positive,Below Average,Strong Mismatch,Flexible,3/1/2023,3/18/2023,No
2327,5,Positive,Average,Strong Fit,Fully Remote,2/1/2023,2/21/2023,No
2328,2,Neutral,Average,Fit,Fully Remote,5/11/2023,5/26/2023,No
2329,9,Positive,Below Average,Neutral,Field Work,4/20/2023,5/11/2023,No
2330,9,Positive,Below Average,Strong Mismatch,Flexible,6/15/2023,7/2/2023,No
2331,1,Neutral,Poor,Neutral,Flexible,4/20/2023,5/9/2023,No
2332,7,Neutral,Excellent,Neutral,Hybrid,3/8/2023,3/23/2023,No
2333,8,Negative,Good,Slight Mismatch,Flexible,1/25/2023,2/10/2023,No
2334,8,Neutral,Good,Strong Mismatch,In-Office,1/11/2023,2/2/2023,No
2335,8,Negative,Average,Neutral,Field Work,7/27/2023,8/12/2023,No
2336,2,Positive,Below Average,Slight Mismatch,Field Work,6/28/2023,7/20/2023,No
2337,9,Positive,Excellent,Strong Mismatch,In-Office,3/2/2023,3/20/2023,No
2338,4,Positive,Excellent,Slight Mismatch,In-Office,3/29/2023,4/13/2023,No
2339,8,Negative,Poor,Slight Mismatch,Hybrid,3/2/2023,3/24/2023,No
2340,5,Negative,Excellent,Neutral,In-Office,1/12/2023,1/30/2023,No
2341,2,Positive,Poor,Fit,Hybrid,2/2/2023,2/22/2023,No
2342,5,Neutral,Excellent,Slight Mismatch,Field Work,3/8/2023,3/30/2023,No
2343,7,Neutral,Poor,Fit,Field Work,5/11/2023,5/28/2023,No
2344,6,Positive,Below Average,Strong Fit,Hybrid,3/15/2023,4/6/2023,No
2345,2,Neutral,Good,Neutral,Hybrid,5/4/2023,5/23/2023,No
2346,2,Negative,Good,Strong Fit,Field Work,4/26/2023,5/17/2023,No
2347,4,Negative,Good,Strong Fit,Flexible,4/27/2023,5/16/2023,No
2348,3,Negative,Excellent,Strong Fit,Flexible,2/15/2023,3/4/2023,No
2349,2,Negative,Poor,Strong Mismatch,Fully Remote,4/20/2023,5/7/2023,No
2350,4,Negative,Below Average,Fit,In-Office,2/9/2023,2/25/2023,No
2351,9,Neutral,Good,Slight Mismatch,Flexible,1/12/2023,1/31/2023,No
2352,9,Positive,Below Average,Strong Mismatch,Flexible,6/28/2023,7/19/2023,Yes
2353,4,Neutral,Below Average,Strong Fit,Flexible,1/4/2023,1/19/2023,No
2354,8,Negative,Excellent,Slight Mismatch,In-Office,2/23/2023,3/16/2023,No
2355,10,Negative,Excellent,Fit,Hybrid,1/5/2023,1/24/2023,No
2356,8,Positive,Average,Strong Fit,Fully Remote,8/10/2023,8/29/2023,No
2357,10,Positive,Average,Neutral,Fully Remote,4/19/2023,5/9/2023,No
2358,3,Positive,Poor,Strong Mismatch,Field Work,7/26/2023,8/10/2023,No
2359,1,Neutral,Poor,Fit,In-Office,6/8/2023,6/28/2023,No
2360,2,Negative,Average,Strong Fit,Flexible,7/26/2023,8/11/2023,No
2361,6,Positive,Poor,Strong Mismatch,Flexible,2/22/2023,3/11/2023,No
2362,1,Neutral,Good,Strong Mismatch,In-Office,2/23/2023,3/11/2023,No
2363,1,Neutral,Below Average,Slight Mismatch,Field Work,5/17/2023,6/7/2023,No
2364,9,Positive,Poor,Strong Fit,Hybrid,4/20/2023,5/7/2023,No
2365,9,Negative,Good,Fit,Flexible,8/24/2023,9/13/2023,No
2366,8,Negative,Excellent,Fit,Flexible,2/2/2023,2/23/2023,No
2367,3,Positive,Good,Fit,In-Office,8/16/2023,9/5/2023,No
2368,2,Neutral,Below Average,Slight Mismatch,In-Office,6/8/2023,6/25/2023,No
2369,1,Negative,Poor,Strong Mismatch,Field Work,5/18/2023,6/6/2023,No
2370,4,Neutral,Poor,Fit,Flexible,1/19/2023,2/5/2023,No
2371,7,Negative,Poor,Neutral,In-Office,6/21/2023,7/9/2023,No
2372,3,Neutral,Good,Strong Mismatch,Hybrid,2/9/2023,3/2/2023,No
2373,1,Neutral,Poor,Slight Mismatch,In-Office,7/12/2023,7/27/2023,No
2374,10,Positive,Excellent,Strong Mismatch,Field Work,4/12/2023,5/3/2023,No
2375,10,Neutral,Excellent,Strong Mismatch,In-Office,1/4/2023,1/24/2023,Yes
2376,10,Negative,Good,Strong Fit,Hybrid,8/23/2023,9/13/2023,No
2377,1,Neutral,Excellent,Slight Mismatch,Hybrid,8/31/2023,9/17/2023,No
2378,5,Negative,Excellent,Slight Mismatch,In-Office,1/5/2023,1/25/2023,No
2379,2,Negative,Good,Slight Mismatch,Flexible,6/29/2023,7/17/2023,No
2380,8,Positive,Average,Slight Mismatch,Fully Remote,6/21/2023,7/11/2023,No
2381,5,Neutral,Excellent,Fit,Fully Remote,8/10/2023,8/31/2023,No
2382,6,Neutral,Excellent,Strong Mismatch,Hybrid,5/4/2023,5/22/2023,No
2383,9,Neutral,Poor,Strong Mismatch,In-Office,8/9/2023,8/27/2023,No
2384,7,Positive,Average,Strong Mismatch,In-Office,8/2/2023,8/18/2023,No
2385,8,Positive,Average,Slight Mismatch,Field Work,6/22/2023,7/11/2023,No
2386,5,Positive,Average,Strong Fit,Flexible,2/23/2023,3/16/2023,No
2387,7,Negative,Poor,Neutral,Hybrid,3/23/2023,4/11/2023,No
2388,6,Neutral,Excellent,Strong Fit,In-Office,1/4/2023,1/26/2023,No
2389,7,Negative,Excellent,Strong Fit,Fully Remote,1/19/2023,2/5/2023,No
2390,7,Negative,Poor,Slight Mismatch,Field Work,8/23/2023,9/12/2023,No
2391,8,Positive,Average,Neutral,Flexible,8/31/2023,9/18/2023,Yes
2392,6,Neutral,Good,Strong Mismatch,Flexible,2/23/2023,3/11/2023,No
2393,1,Neutral,Poor,Slight Mismatch,Flexible,4/27/2023,5/16/2023,No
2394,4,Neutral,Good,Strong Mismatch,Hybrid,2/16/2023,3/6/2023,No
2395,10,Neutral,Excellent,Neutral,In-Office,7/26/2023,8/13/2023,No
2396,3,Negative,Average,Slight Mismatch,Fully Remote,8/31/2023,9/18/2023,No
2397,2,Positive,Below Average,Fit,In-Office,3/22/2023,4/10/2023,No
2398,2,Neutral,Average,Neutral,Fully Remote,1/4/2023,1/26/2023,No
2399,7,Neutral,Below Average,Strong Fit,Field Work,8/24/2023,9/12/2023,No
2400,7,Neutral,Average,Strong Mismatch,Field Work,4/5/2023,4/23/2023,No
2401,9,Positive,Excellent,Strong Mismatch,Field Work,5/31/2023,6/21/2023,Yes
2402,6,Positive,Below Average,Fit,Field Work,4/13/2023,5/1/2023,No
2403,1,Positive,Excellent,Slight Mismatch,Hybrid,8/17/2023,9/6/2023,No
2404,4,Positive,Excellent,Neutral,Fully Remote,3/9/2023,3/31/2023,No
2405,4,Negative,Below Average,Neutral,Field Work,3/9/2023,3/29/2023,No
2406,3,Neutral,Average,Slight Mismatch,In-Office,8/10/2023,8/27/2023,No
2407,7,Positive,Average,Neutral,Fully Remote,1/4/2023,1/26/2023,No
2408,5,Neutral,Poor,Strong Mismatch,Flexible,4/20/2023,5/9/2023,No
2409,1,Neutral,Poor,Fit,Hybrid,7/19/2023,8/5/2023,No
2410,4,Negative,Excellent,Strong Mismatch,Hybrid,8/16/2023,9/2/2023,No
2411,6,Negative,Excellent,Strong Fit,Fully Remote,5/17/2023,6/1/2023,No
2412,6,Positive,Average,Neutral,Flexible,2/8/2023,2/23/2023,No
2413,2,Negative,Below Average,Slight Mismatch,Hybrid,5/17/2023,6/7/2023,No
2414,3,Positive,Excellent,Slight Mismatch,Hybrid,4/12/2023,5/3/2023,No
2415,10,Negative,Below Average,Strong Mismatch,Hybrid,6/8/2023,6/30/2023,No
2416,5,Positive,Excellent,Strong Fit,In-Office,8/2/2023,8/17/2023,No
2417,6,Neutral,Good,Strong Fit,Fully Remote,8/30/2023,9/18/2023,No
2418,6,Negative,Below Average,Strong Mismatch,Flexible,7/20/2023,8/9/2023,No
2419,10,Neutral,Good,Slight Mismatch,Fully Remote,6/8/2023,6/23/2023,Yes
2420,2,Positive,Poor,Slight Mismatch,In-Office,6/1/2023,6/18/2023,No
2421,4,Neutral,Good,Fit,Flexible,5/18/2023,6/4/2023,No
2422,7,Positive,Excellent,Neutral,Hybrid,4/20/2023,5/6/2023,No
2423,5,Neutral,Good,Fit,Flexible,4/27/2023,5/12/2023,No
2424,10,Negative,Below Average,Neutral,Flexible,1/4/2023,1/24/2023,No
2425,8,Positive,Poor,Strong Mismatch,Fully Remote,2/8/2023,2/24/2023,No
2426,2,Negative,Average,Strong Fit,In-Office,5/18/2023,6/7/2023,No
2427,6,Negative,Average,Strong Mismatch,Fully Remote,6/15/2023,7/3/2023,No
2428,6,Negative,Good,Strong Mismatch,Hybrid,2/15/2023,3/3/2023,No
2429,4,Negative,Below Average,Fit,Hybrid,3/1/2023,3/22/2023,No
2430,7,Negative,Below Average,Neutral,Field Work,2/8/2023,2/27/2023,No
2431,7,Positive,Average,Fit,Field Work,8/10/2023,8/26/2023,No
2432,10,Positive,Good,Slight Mismatch,In-Office,7/20/2023,8/8/2023,No
2433,10,Positive,Excellent,Fit,Fully Remote,6/22/2023,7/12/2023,No
2434,9,Positive,Poor,Strong Mismatch,Flexible,2/16/2023,3/5/2023,No
2435,8,Positive,Poor,Slight Mismatch,In-Office,2/9/2023,2/28/2023,No
2436,1,Neutral,Below Average,Strong Fit,In-Office,1/12/2023,1/29/2023,No
2437,4,Negative,Below Average,Fit,Fully Remote,7/26/2023,8/13/2023,No
2438,7,Positive,Below Average,Fit,In-Office,5/31/2023,6/17/2023,No
2439,7,Neutral,Average,Strong Mismatch,Fully Remote,4/5/2023,4/21/2023,No
2440,6,Negative,Average,Strong Fit,Field Work,6/22/2023,7/9/2023,No
2441,10,Positive,Below Average,Strong Mismatch,Fully Remote,2/1/2023,2/18/2023,No
2442,7,Neutral,Below Average,Strong Fit,Flexible,2/23/2023,3/15/2023,No
2443,6,Negative,Average,Fit,Hybrid,4/6/2023,4/23/2023,No
2444,7,Negative,Average,Neutral,Field Work,1/11/2023,1/26/2023,No
2445,6,Neutral,Below Average,Strong Fit,Hybrid,2/9/2023,2/28/2023,No
2446,8,Negative,Below Average,Fit,Field Work,3/9/2023,3/30/2023,No
2447,9,Negative,Excellent,Strong Fit,In-Office,2/23/2023,3/12/2023,No
2448,4,Neutral,Good,Neutral,Field Work,4/26/2023,5/17/2023,No
2449,10,Neutral,Good,Slight Mismatch,Fully Remote,5/31/2023,6/15/2023,No
2450,3,Neutral,Poor,Neutral,In-Office,8/16/2023,9/5/2023,No
2451,9,Neutral,Good,Slight Mismatch,Field Work,6/29/2023,7/21/2023,No
2452,1,Neutral,Good,Strong Mismatch,In-Office,2/23/2023,3/10/2023,No
2453,4,Negative,Below Average,Slight Mismatch,Field Work,5/3/2023,5/21/2023,No
2454,3,Negative,Excellent,Neutral,Hybrid,2/22/2023,3/14/2023,No
2455,2,Positive,Good,Strong Mismatch,Hybrid,5/18/2023,6/8/2023,No
2456,7,Positive,Excellent,Slight Mismatch,Hybrid,3/1/2023,3/16/2023,No
2457,5,Positive,Good,Neutral,Hybrid,3/16/2023,4/6/2023,No
2458,1,Neutral,Excellent,Strong Fit,In-Office,4/13/2023,5/1/2023,Yes
2459,4,Negative,Excellent,Strong Fit,Hybrid,5/24/2023,6/8/2023,No
2460,8,Positive,Poor,Strong Fit,Flexible,2/15/2023,3/9/2023,No
2461,9,Positive,Excellent,Strong Mismatch,Fully Remote,7/19/2023,8/4/2023,Yes
2462,7,Negative,Poor,Strong Mismatch,Fully Remote,1/4/2023,1/21/2023,No
2463,4,Positive,Below Average,Strong Mismatch,Field Work,6/29/2023,7/15/2023,No
2464,2,Positive,Average,Fit,Fully Remote,4/19/2023,5/7/2023,No
2465,8,Negative,Average,Strong Fit,Hybrid,8/10/2023,8/30/2023,No
2466,2,Neutral,Below Average,Fit,Flexible,4/27/2023,5/15/2023,No
2467,10,Positive,Poor,Fit,Field Work,5/25/2023,6/10/2023,No
2468,10,Positive,Good,Strong Mismatch,Flexible,1/18/2023,2/2/2023,No
2469,7,Neutral,Average,Fit,Field Work,1/11/2023,2/2/2023,No
2470,6,Neutral,Excellent,Fit,Flexible,1/18/2023,2/9/2023,No
2471,9,Neutral,Average,Neutral,Flexible,1/19/2023,2/9/2023,No
2472,9,Neutral,Below Average,Fit,Fully Remote,8/16/2023,8/31/2023,No
2473,3,Negative,Below Average,Strong Mismatch,Field Work,7/12/2023,7/29/2023,No
2474,10,Neutral,Excellent,Neutral,In-Office,3/29/2023,4/20/2023,No
2475,6,Negative,Below Average,Neutral,Fully Remote,5/31/2023,6/17/2023,No
2476,6,Positive,Average,Strong Fit,Field Work,3/9/2023,3/29/2023,No
2477,7,Negative,Average,Fit,Fully Remote,2/22/2023,3/15/2023,No
2478,4,Negative,Excellent,Strong Fit,Hybrid,5/17/2023,6/7/2023,No
2479,1,Negative,Average,Slight Mismatch,Field Work,1/11/2023,1/31/2023,No
2480,6,Positive,Good,Strong Fit,Flexible,8/2/2023,8/22/2023,No
2481,7,Positive,Below Average,Slight Mismatch,In-Office,3/8/2023,3/29/2023,No
2482,4,Neutral,Below Average,Strong Fit,Field Work,5/10/2023,5/28/2023,No
2483,2,Positive,Poor,Strong Fit,Flexible,6/14/2023,7/2/2023,No
2484,2,Neutral,Excellent,Strong Mismatch,Hybrid,7/6/2023,7/25/2023,No
2485,2,Neutral,Excellent,Slight Mismatch,In-Office,1/25/2023,2/12/2023,No
2486,9,Negative,Excellent,Strong Fit,Flexible,2/23/2023,3/17/2023,No
2487,7,Positive,Good,Strong Fit,Fully Remote,1/18/2023,2/2/2023,No
2488,2,Positive,Good,Fit,In-Office,3/23/2023,4/11/2023,No
2489,1,Negative,Excellent,Strong Fit,Hybrid,7/13/2023,8/2/2023,No
2490,2,Negative,Below Average,Fit,Flexible,5/25/2023,6/16/2023,No
2491,6,Positive,Average,Strong Mismatch,Fully Remote,4/26/2023,5/11/2023,No
2492,9,Positive,Average,Slight Mismatch,Fully Remote,5/4/2023,5/21/2023,No
2493,1,Negative,Excellent,Slight Mismatch,Field Work,4/5/2023,4/24/2023,No
2494,3,Neutral,Excellent,Slight Mismatch,Hybrid,8/9/2023,8/28/2023,No
2495,10,Positive,Good,Fit,In-Office,3/9/2023,3/25/2023,Yes
2496,10,Negative,Poor,Strong Mismatch,Field Work,2/1/2023,2/20/2023,No
2497,1,Neutral,Excellent,Fit,Fully Remote,8/30/2023,9/21/2023,No
2498,1,Positive,Below Average,Fit,In-Office,1/25/2023,2/12/2023,No
2499,2,Neutral,Poor,Strong Mismatch,In-Office,7/5/2023,7/21/2023,No
2500,1,Negative,Average,Slight Mismatch,Fully Remote,4/26/2023,5/15/2023,No
2501,5,Negative,Average,Slight Mismatch,Fully Remote,6/29/2023,7/21/2023,No
2502,5,Negative,Poor,Slight Mismatch,Flexible,1/5/2023,1/24/2023,No
2503,6,Negative,Poor,Strong Mismatch,Hybrid,1/4/2023,1/25/2023,No
2504,10,Negative,Good,Strong Mismatch,Hybrid,4/19/2023,5/6/2023,No
2505,1,Neutral,Good,Slight Mismatch,In-Office,5/25/2023,6/10/2023,No
2506,9,Positive,Poor,Strong Mismatch,In-Office,1/12/2023,1/31/2023,No
2507,5,Negative,Average,Strong Fit,Fully Remote,5/4/2023,5/24/2023,No
2508,10,Neutral,Poor,Slight Mismatch,Flexible,8/10/2023,8/30/2023,No
2509,9,Positive,Below Average,Strong Fit,In-Office,4/27/2023,5/15/2023,No
2510,1,Positive,Average,Strong Mismatch,Hybrid,2/23/2023,3/13/2023,No
2511,7,Positive,Poor,Slight Mismatch,Field Work,7/27/2023,8/18/2023,No
2512,1,Neutral,Poor,Strong Mismatch,Hybrid,2/23/2023,3/14/2023,No
2513,9,Positive,Excellent,Slight Mismatch,In-Office,5/18/2023,6/9/2023,No
2514,8,Negative,Average,Strong Fit,Fully Remote,5/31/2023,6/21/2023,No
2515,8,Positive,Below Average,Neutral,In-Office,3/1/2023,3/19/2023,No
2516,8,Negative,Below Average,Strong Mismatch,Field Work,2/23/2023,3/12/2023,No
2517,9,Neutral,Excellent,Strong Mismatch,In-Office,4/27/2023,5/13/2023,No
2518,1,Negative,Average,Strong Fit,Field Work,1/26/2023,2/13/2023,No
2519,8,Negative,Poor,Neutral,In-Office,8/30/2023,9/21/2023,No
2520,1,Negative,Below Average,Neutral,Fully Remote,2/9/2023,3/1/2023,No
2521,1,Neutral,Below Average,Slight Mismatch,Hybrid,7/26/2023,8/14/2023,No
2522,5,Negative,Excellent,Strong Fit,Fully Remote,3/22/2023,4/6/2023,No
2523,7,Negative,Average,Strong Fit,Hybrid,8/17/2023,9/5/2023,No
2524,5,Neutral,Below Average,Strong Fit,Field Work,2/22/2023,3/16/2023,No
2525,8,Neutral,Excellent,Fit,Flexible,5/10/2023,5/26/2023,Yes
2526,10,Positive,Good,Strong Fit,In-Office,5/24/2023,6/15/2023,Yes
2527,2,Negative,Average,Neutral,In-Office,6/21/2023,7/8/2023,No
2528,4,Negative,Good,Fit,Flexible,5/17/2023,6/7/2023,No
2529,9,Positive,Average,Neutral,Field Work,4/6/2023,4/23/2023,No
2530,9,Neutral,Poor,Strong Mismatch,Fully Remote,3/1/2023,3/20/2023,No
2531,10,Negative,Average,Strong Fit,Hybrid,5/10/2023,5/29/2023,No
2532,7,Negative,Excellent,Slight Mismatch,Flexible,5/3/2023,5/24/2023,No
2533,8,Negative,Average,Strong Fit,Hybrid,8/2/2023,8/20/2023,No
2534,7,Positive,Poor,Neutral,Flexible,6/7/2023,6/28/2023,No
2535,6,Negative,Good,Neutral,Field Work,4/19/2023,5/8/2023,No
2536,6,Neutral,Below Average,Slight Mismatch,Field Work,1/11/2023,1/27/2023,No
2537,9,Positive,Excellent,Fit,Flexible,4/27/2023,5/17/2023,No
2538,9,Positive,Average,Slight Mismatch,Hybrid,3/29/2023,4/17/2023,No
2539,9,Positive,Average,Neutral,Field Work,7/19/2023,8/6/2023,No
2540,2,Positive,Excellent,Neutral,Field Work,5/4/2023,5/19/2023,No
2541,6,Neutral,Below Average,Neutral,Field Work,1/25/2023,2/10/2023,No
2542,7,Neutral,Poor,Slight Mismatch,Flexible,2/2/2023,2/23/2023,No
2543,5,Negative,Good,Fit,Field Work,3/9/2023,3/30/2023,No
2544,10,Neutral,Poor,Slight Mismatch,Hybrid,8/3/2023,8/18/2023,No
2545,5,Negative,Average,Neutral,Flexible,3/1/2023,3/18/2023,No
2546,2,Neutral,Below Average,Neutral,Fully Remote,1/11/2023,1/29/2023,No
2547,2,Positive,Excellent,Fit,Hybrid,6/29/2023,7/14/2023,No
2548,1,Positive,Poor,Strong Mismatch,Fully Remote,4/13/2023,4/29/2023,No
2549,2,Negative,Average,Strong Fit,Flexible,5/3/2023,5/22/2023,No
2550,5,Positive,Good,Strong Fit,Field Work,3/1/2023,3/16/2023,No
2551,9,Positive,Below Average,Strong Fit,Field Work,2/8/2023,3/2/2023,No
2552,1,Positive,Good,Strong Mismatch,Fully Remote,1/4/2023,1/26/2023,No
2553,7,Positive,Excellent,Slight Mismatch,Field Work,7/26/2023,8/12/2023,No
2554,5,Negative,Poor,Fit,Field Work,8/23/2023,9/12/2023,No
2555,6,Positive,Good,Neutral,Field Work,6/29/2023,7/21/2023,No
